Personagem,Fala
Trick_or_Treat_Talus_voice_lines,"  ""Uhmhmhmhm"""
Trick_or_Treat_Talus_voice_lines,"  ""Ummhmmmhahaha."""
Trick_or_Treat_Talus_voice_lines,"  ""Hahahahaha"""
Trick_or_Treat_Talus_voice_lines,"  ""Trick or treat."""
Trick_or_Treat_Talus_voice_lines,"  ""I'm not done!"""
Trick_or_Treat_Talus_voice_lines,"  ""Let's get out there."""
Trick_or_Treat_Talus_voice_lines,"  ""Let's get out there."""
Trick_or_Treat_Talus_voice_lines,"  ""Let's get out there."""
Trick_or_Treat_Talus_voice_lines,"  ""Nice costume."" (Pip)"
Trick_or_Treat_Talus_voice_lines,"  ""My older brother has your poster."" (Androxus)"
Trick_or_Treat_Talus_voice_lines,"  ""WOAH. How'd you get so big?"" (Makoa)"
Trick_or_Treat_Talus_voice_lines,"  ""Can I try on your helmet?."" (Fernando)"
Trick_or_Treat_Talus_voice_lines,"  ""I was like. *Wa da da-da-da-da ugh* then *Waaaaaaah*"""
Trick_or_Treat_Talus_voice_lines,"  ""Uahahaha. Who else did you think was gonna get top play?"""
Trick_or_Treat_Talus_voice_lines,"  ""You and me are gonna have a fun night."""
Trick_or_Treat_Talus_voice_lines,"  ""New toy."""
Trick_or_Treat_Talus_voice_lines,"  ""So-weat."""
Trick_or_Treat_Talus_voice_lines,"  ""They're behind us!"""
Trick_or_Treat_Talus_voice_lines,"  ""Watch your back!"""
Trick_or_Treat_Talus_voice_lines,"  ""Above us!"""
Trick_or_Treat_Talus_voice_lines,"  ""They're flying!"""
Trick_or_Treat_Talus_voice_lines,"  ""Sniper!"""
Trick_or_Treat_Talus_voice_lines,"  ""Watch out, Sniper!"""
Trick_or_Treat_Talus_voice_lines,"  ""Heal me."""
Trick_or_Treat_Talus_voice_lines,"  ""Quick, heal me."""
Triggerman_Buck_voice_lines," ""Buck."""
Triggerman_Buck_voice_lines," ""I don't know who you are or what you want, but I will find you, and I'll be really not nice to you."""
Triggerman_Buck_voice_lines," ""I don't like violence, I'm a businessman. Blood is expensive."""
Triggerman_Buck_voice_lines," ""I'm in pursuit."""
Triggerman_Buck_voice_lines," ""Yipee ki-yay!"""
Triggerman_Buck_voice_lines,"  ""Get out of my personal space!"""
Triggerman_Buck_voice_lines," ""Feelin' good!"""
Triggerman_Buck_voice_lines," ""Back in business!"""
Triggerman_Buck_voice_lines," ""Ker-Plop!"""
Triggerman_Buck_voice_lines," ""Yop!"""
Triggerman_Buck_voice_lines," ""Here's the wind up!"" (enemy/self)"
Triggerman_Buck_voice_lines," ""Nothing's getting through that!"""
Triggerman_Buck_voice_lines," ""Practically bulletproof!"""
Triggerman_Buck_voice_lines," ""Heavy means reliable!"""
Triggerman_Buck_voice_lines," ""Does it come in chrome?"""
Triggerman_Buck_voice_lines," ""This will make a mess!"""
Triggerman_Buck_voice_lines," ""Tools of the trade!"""
Triggerman_Buck_voice_lines," ""Easy choice!"""
Triggerman_Buck_voice_lines," ""Hope this helps."""
Triggerman_Buck_voice_lines," ""The premium package."""
Triggerman_Buck_voice_lines," ""Hold on."""
Triggerman_Buck_voice_lines," ""Wait!"""
Triggerman_Buck_voice_lines," ""Oh, a wise guy, huh?"""
Triggerman_Buck_voice_lines," ""Watch it!"""
Triggerman_Buck_voice_lines," ""Okay.. Ow! Hot!"""
Triggerman_Buck_voice_lines," ""*grunts*"""
Triggerman_Buck_voice_lines," ""*grunts*"""
Triggerman_Buck_voice_lines," ""I am bleedin' over here."""
Triggerman_Buck_voice_lines," ""This ain't lookin' good."""
Triggerman_Buck_voice_lines," ""Ah that hits the spot"""
Triggerman_Buck_voice_lines," ""You can heal me anytime!"""
Triggerman_Buck_voice_lines," ""Gah! What a mess!"""
Triggerman_Buck_voice_lines," ""I'm... checking out."""
Triggerman_Buck_voice_lines," ""My condolences!"""
Triggerman_Buck_voice_lines," ""Atta boy!"""
Triggerman_Buck_voice_lines," ""We got 'em good!"""
Triggerman_Buck_voice_lines," ""Keep the change, ya filthy animal."""
Triggerman_Buck_voice_lines," ""A busy day for the undertaker!"""
Triggerman_Buck_voice_lines," ""Looks like my work here is done."""
Triggerman_Buck_voice_lines," ""'Ey, short stuff!"" (Barik)"
Triggerman_Buck_voice_lines," ""What, no shield?"" (Barik)"
Triggerman_Buck_voice_lines," ""Sorry doll!"" (Cassie)"
Triggerman_Buck_voice_lines," ""I hate birds."" (Cassie)"
Triggerman_Buck_voice_lines," ""Ice to meet you! *snickers*"" (Evie)"
Triggerman_Buck_voice_lines," ""You got issues."" (Evie)"
Triggerman_Buck_voice_lines," ""Sayonara, sucker!"" (Fernando)"
Triggerman_Buck_voice_lines," ""See ya, tough guy!"" (Fernando)"
Triggerman_Buck_voice_lines," ""Not getting my bounty!"" (Kinessa)"
Triggerman_Buck_voice_lines," ""That's a nice rifle you got there."" (Kinessa)"
Triggerman_Buck_voice_lines," ""I think it had rabies."" (Pip)"
Triggerman_Buck_voice_lines," ""Was that a squirrel?"" (Pip)"
Triggerman_Buck_voice_lines," ""Hey bolt brains!"" (Ruckus)"
Triggerman_Buck_voice_lines," ""Nap time!"" (Ruckus)"
Triggerman_Buck_voice_lines," ""A dame to kill for!"" (Skye)"
Triggerman_Buck_voice_lines," ""From one pro to another!"" (Skye)"
Triggerman_Buck_voice_lines," ""I'm seeing double!"" (Ying)"
Triggerman_Buck_voice_lines," ""Some kind of mirror magic!?"" (Ying)"
Triggerman_Buck_voice_lines," ""It's ours now!"""
Triggerman_Buck_voice_lines," ""At last!"""
Triggerman_Buck_voice_lines," ""About time!"""
Triggerman_Buck_voice_lines," ""They're on our turf!"""
Triggerman_Buck_voice_lines," ""Hey! They are nicking our point"""
Triggerman_Buck_voice_lines," ""I knew we had it all along!"""
Triggerman_Buck_voice_lines," ""That's how it's done!"""
Triggerman_Buck_voice_lines," ""Sorry, boss."""
Triggerman_Buck_voice_lines," ""I won't forget about this!"""
Triggerman_Buck_voice_lines," ""I'm more dangerous than a shotgun. Also, I have a shotgun."""
Triggerman_Buck_voice_lines," ""You trying to sleep with the fishes?"""
Triggerman_Buck_voice_lines," ""You don't mess with the man in shades!"""
Triggerman_Buck_voice_lines," ""Every time I clean this suit... Blood! Just blood everywhere."""
Triggerman_Buck_voice_lines," ""You hear that one about the vulpine and the priest? Me neither."""
Triggerman_Buck_voice_lines," ""Forget about it."""
Triggerman_Buck_voice_lines," ""Hahahaha!"""
Triggerman_Buck_voice_lines," ""Bwa hahahaha. Eh, sorry!"""
Triggerman_Buck_voice_lines," ""Mheheheheehe."""
Triggerman_Buck_voice_lines," ""Come and get it!"""
Triggerman_Buck_voice_lines," ""Help me out here!"""
Triggerman_Buck_voice_lines," ""At it again!"""
Triggerman_Buck_voice_lines," ""Back in action!"""
Triggerman_Buck_voice_lines," ""Ding!"""
Triggerman_Buck_voice_lines," ""Coming up in the world!"""
Triggerman_Buck_voice_lines," ""You're going down!"""
Triggerman_Buck_voice_lines," ""Had enough?"""
Triggerman_Buck_voice_lines," ""Ok, there we go!"""
Triggerman_Buck_voice_lines," ""I can feel it!"""
Triggerman_Buck_voice_lines," ""Du turu turou!"""
Triggerman_Buck_voice_lines," ""What are you looking at?"""
Triggerman_Buck_voice_lines," ""Oooh, the bells and whistles on that one!"""
Triggerman_Buck_voice_lines," ""Out of Mana!"""
Troublemaker_Evie_voice_lines," ""Evie!"""
Troublemaker_Evie_voice_lines," ""I don't wanna waste my time and I'll never fall in line!"""
Troublemaker_Evie_voice_lines," ""Guitar! Drums! Let's go."""
Troublemaker_Evie_voice_lines," ""Onward!"""
Troublemaker_Evie_voice_lines," ""Hey, ho, let's go!"""
Troublemaker_Evie_voice_lines," ""Chill."""
Troublemaker_Evie_voice_lines," ""Ice, ice, ice!"""
Troublemaker_Evie_voice_lines," ""Poof!"""
Troublemaker_Evie_voice_lines," ""Here I am!"""
Troublemaker_Evie_voice_lines," ""See you later!"""
Troublemaker_Evie_voice_lines," ""I'm outta here!"""
Troublemaker_Evie_voice_lines," ""Aah-choo!"" (enemy/self)"
Troublemaker_Evie_voice_lines," ""Freeze, jerk!"" (ally)"
Troublemaker_Evie_voice_lines," ""Another patch for my vest!"""
Troublemaker_Evie_voice_lines," ""Needs more studs and spikes."""
Troublemaker_Evie_voice_lines," ""Oho, does it come in black?"""
Troublemaker_Evie_voice_lines," ""I can't!"""
Troublemaker_Evie_voice_lines," ""Nuh-uh!"""
Troublemaker_Evie_voice_lines," ""You wanna go? Let's go."""
Troublemaker_Evie_voice_lines," ""Say it to my face, pal!"""
Troublemaker_Evie_voice_lines," ""Ah, too hot for me."""
Troublemaker_Evie_voice_lines," ""So cold, so dark."""
Troublemaker_Evie_voice_lines," ""Head... spinning."""
Troublemaker_Evie_voice_lines," ""Ouch, that smarts."""
Troublemaker_Evie_voice_lines," ""I felt worse after a night in the pit."""
Troublemaker_Evie_voice_lines," ""Thanks, pal!"""
Troublemaker_Evie_voice_lines," ""Feels good man."""
Troublemaker_Evie_voice_lines," ""Urk..noise complaints!"""
Troublemaker_Evie_voice_lines," ""Punk will never die!"""
Troublemaker_Evie_voice_lines," ""This ain't a scene, it's an arms race!"""
Troublemaker_Evie_voice_lines," ""I like you, let's hang."""
Troublemaker_Evie_voice_lines," ""I had that one!"""
Troublemaker_Evie_voice_lines," ""Getting away with murder."""
Troublemaker_Evie_voice_lines," ""Let the bodies hit the floor!"""
Troublemaker_Evie_voice_lines," ""Ch-ch-ch-cherry bomb!"""
Troublemaker_Evie_voice_lines," ""Join my band, c'mon."" (Androxus)"
Troublemaker_Evie_voice_lines," ""Nice outfit."" (Androxus)"
Troublemaker_Evie_voice_lines," ""I like your beard."" (Barik)"
Troublemaker_Evie_voice_lines," ""Dwarven engineering!"" (Barik)"
Troublemaker_Evie_voice_lines," ""What a breakdown."" (Bomb King)"
Troublemaker_Evie_voice_lines," ""I don't like authority figures."" (Bomb King)"
Troublemaker_Evie_voice_lines," ""Get rid of those preppy clothes."" (Cassie)"
Troublemaker_Evie_voice_lines," ""Let's be best friends, I'll be your rebel girl."" (Cassie)"
Troublemaker_Evie_voice_lines," ""Jetpack Dragon, that's a good band name."" (Drogoz)"
Troublemaker_Evie_voice_lines," ""You should learn the drums, let's jam!"" (Drogoz)"
Troublemaker_Evie_voice_lines," ""What do you even stand for?"" (Fernando)"
Troublemaker_Evie_voice_lines," ""I used to think you're cool, but now you're just a sellout."" (Fernando)"
Troublemaker_Evie_voice_lines," ""Can't anchor a free spirit!"" (Makoa)"
Troublemaker_Evie_voice_lines," ""Shellout! Hahaha!"" (Makoa)"
Troublemaker_Evie_voice_lines," ""Nice robot, nerd."" (Ruckus)"
Troublemaker_Evie_voice_lines," ""Get outta here, greeny."" (Ruckus)"
Troublemaker_Evie_voice_lines," ""You're like, so whatever."" (Skye)"
Troublemaker_Evie_voice_lines," ""Do you play any instruments?"" (Skye)"
Troublemaker_Evie_voice_lines," ""Haha, loser!"""
Troublemaker_Evie_voice_lines," ""Heh, I got her!"""
Troublemaker_Evie_voice_lines," ""Check out these moves!"""
Troublemaker_Evie_voice_lines," ""Don't blink, you'll miss me!"""
Troublemaker_Evie_voice_lines," ""That was a smash hit!"""
Troublemaker_Evie_voice_lines," ""I think we're actually getting somewhere."""
Troublemaker_Evie_voice_lines," ""We'll change the world, one point at a time."""
Troublemaker_Evie_voice_lines," ""Get those geeks off the point!"""
Troublemaker_Evie_voice_lines," ""They're on the point!"""
Troublemaker_Evie_voice_lines," ""That was so much fun, can we go again?"""
Troublemaker_Evie_voice_lines," ""Aaww, I'll go easy next time."""
Troublemaker_Evie_voice_lines," ""I tried so hard, and it didn't even matter."""
Troublemaker_Evie_voice_lines," ""Say it ain't so!"""
Troublemaker_Evie_voice_lines," ""Am I too much for you to handle?"""
Troublemaker_Evie_voice_lines," ""Aww, did I break your heart?"""
Troublemaker_Evie_voice_lines," ""That's what you get."""
Troublemaker_Evie_voice_lines," ""Someone once told me i shouldn't match plaid with stripes ... i killed them."""
Troublemaker_Evie_voice_lines," ""What do you call Skye's killing sprees? Hah, bikini kill!"""
Troublemaker_Evie_voice_lines," ""What do you call a black eye, split lip and jammed finger? A great show."""
Troublemaker_Evie_voice_lines," ""Haha hahaha."""
Troublemaker_Evie_voice_lines," ""Hehihihihi!"""
Troublemaker_Evie_voice_lines," ""Haha haha ha."""
Troublemaker_Evie_voice_lines," ""Hoho, it broke!"""
Troublemaker_Evie_voice_lines," ""You're not going any further!"""
Troublemaker_Evie_voice_lines," ""Tear down the establishment!"""
Troublemaker_Evie_voice_lines," ""Anarchy!"""
Troublemaker_Evie_voice_lines," ""Party over here, everyone's invited!"""
Troublemaker_Evie_voice_lines," ""Let's go, help me out!"""
Troublemaker_Evie_voice_lines,"  ""Alright!"""
Troublemaker_Evie_voice_lines,"  ""The party rages on!"""
Troublemaker_Evie_voice_lines," ""Let's dance!"""
Troublemaker_Evie_voice_lines," ""You're mine!"""
Troublemaker_Evie_voice_lines," ""And they thought I was an underachiever."""
Troublemaker_Evie_voice_lines," ""Your girl's got it goin' on!"""
Troublemaker_Evie_voice_lines,"  ""Let's rock."""
Troublemaker_Evie_voice_lines,"  ""What are you waiting for, a new wave of punk music?"""
Troublemaker_Evie_voice_lines," ""That's mine, give it to me!"""
Troublemaker_Evie_voice_lines," ""I'll take that off your hands for... the five finger discount."""
Troublemaker_Evie_voice_lines," ""Enemies behind us!"""
Troublemaker_Evie_voice_lines," ""They're behind us!"""
Troublemaker_Evie_voice_lines," ""They're pushing the Payload!"""
Troublemaker_Evie_voice_lines," ""Stop that Payload!"""
Troublemaker_Evie_voice_lines," ""Enemies on the Payload!"""
Troublemaker_Evie_voice_lines," ""They're on the Payload!"""
Troublemaker_Evie_voice_lines," ""Enemies on the Flank!"""
Troublemaker_Evie_voice_lines," ""Watch the Flank!"""
Troublemaker_Evie_voice_lines," ""Sniper!"""
Troublemaker_Evie_voice_lines," ""Get down, sniper!"""
Troublemaker_Evie_voice_lines," ""Enemy Ultimate incoming!"""
Troublemaker_Evie_voice_lines," ""Ult incoming!"""
Troublemaker_Evie_voice_lines," ""Enemy Ulting!"""
Troublemaker_Evie_voice_lines," ""They're Ulting!"""
Troublemaker_Evie_voice_lines," ""Get on the Payload!"""
Troublemaker_Evie_voice_lines," ""Hop on the Payload!"""
Troublemaker_Evie_voice_lines," ""Push the Payload!"""
Troublemaker_Evie_voice_lines," ""Push that Payload forward!"""
Troublemaker_Evie_voice_lines," ""Out of Mana!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Iiiiiiit's Stream King!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Hey guys, welcome to the Stream. My name is Stream King and your name is chat."""
Twitch_Prime_King_Bomb_King_voice_lines," ""I'm about to make plays. You guys gotta clip this alright?"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Zu-zu-zooooom."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Look at my horse!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Boom! Clack!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""'Top tier!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""You're gettin' a time out!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Cheer up, grumpy boy!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Yahoo!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""I swear I'm not view-botting. I'm just this high!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Give your king a BIIIG hug!"" (enemy/self)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Don't deny me THIS embrace!"" (ally)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Use Code ""Stream King"" for a discount on Cauterize."""
Twitch_Prime_King_Bomb_King_voice_lines," ""This is the one for my play style. Stop backseat gaming!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""No take backsies."""
Twitch_Prime_King_Bomb_King_voice_lines," ""I can't!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Buff-er-ing."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Keyboard warrior alert. Shots fired! Shots fired!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Aha! Focus the streamer!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""I'm on fire. Ooh, wait...I'm actually on fire!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Drop frames..."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Mmm... I've been...raided.."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Oh-no. I need to fuel up."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Let's try that again. Without the oops."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Oh? You actually healed me."""
Twitch_Prime_King_Bomb_King_voice_lines," ""I need even more healing."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Ah, stop the game."""
Twitch_Prime_King_Bomb_King_voice_lines," ""I die!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""First Blood's not a race... But hey, I won the race."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Kill Stealer!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""How come you only hit shots when you're stealing my kills?!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""A great big round of explosive applause."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Chuga-chuga, chuga-chuga... The sub train has entered the station. Choo-choo!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""I'm gloriously, incandescently purple!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""I LOVE tails!"" (Drogoz)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Why you spitting on me? Did mommy teach you any manners?"" (Drogoz)"
Twitch_Prime_King_Bomb_King_voice_lines," ""You look pretty good now, but... you'd look better with a tail."" (Grohk)"
Twitch_Prime_King_Bomb_King_voice_lines," ""#Can'tStopGrohk2018"" (Grohk)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Cheer up, little tree."" (Grover)"
Twitch_Prime_King_Bomb_King_voice_lines," ""I thought Grover was from a kids show..."" (Grover)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Oh... You must not be very good at networking."" (Jenos)"
Twitch_Prime_King_Bomb_King_voice_lines," ""How are you not banned? You literally shoot through walls!"" (Jenos)"
Twitch_Prime_King_Bomb_King_voice_lines," ""How did YOU get so many subs?"" (Lian)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Hey! You're pretty cute. You know how many followers I got?"" (Lian)"
Twitch_Prime_King_Bomb_King_voice_lines," ""Oh, you falling to pieces.."""
Twitch_Prime_King_Bomb_King_voice_lines," ""Insta-jibbed! ...Gibbed? JIBBED? Who cares, I'm the best."" (?)"
Twitch_Prime_King_Bomb_King_voice_lines," ""What a NOOOOOOB!"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Who saw that? Anyone see that?"""
Twitch_Prime_King_Bomb_King_voice_lines," ""Alright guys, now for the stuff after the stuff."""
